"";"classe 1";"classe 2";"classe 3"
"coordenado";1,366;-1,754;0,034
"conviver";0,421;0,296;-1,599
"conto";-2,117;0,296;0,905
"consultar";-0,471;-0,613;2,431
"constitutivo";-2,647;0,021;2,431
"constitucional";-2,647;8,567;-1,999
"consolidado";-0,471;0,021;0,323
"conservação";0,065;0,021;-0,179
"consciência";-2,647;3,998;-0,179
"conjuntura";-2,647;3,998;-0,179
"conceituar";-2,647;8,567;-1,999
"comunicacional";1,429;0,021;-1,999
"começar";0,421;0,296;-1,599
"colômbia";-2,117;6,852;-1,599
"coletar";-0,471;-0,613;2,431
"cnpq";-2,647;-2,926;12,54
"cesima";-2,117;-0,243;4,24
"cegueira";-2,117;6,852;-1,599
"catarina";-0,471;-2,926;6,503
"carreira";-0,471;0,021;0,323
"caracterização";-2,647;0,021;2,431
"canção";-2,647;3,998;-0,179
"camada";-2,117;6,852;-1,599
"burnout";7,574;-2,34;-1,599
"biologia";4,564;-2,926;-0,179
"biodiversidade";-0,471;-0,613;2,431
"bibliotecário";1,429;-2,926;0,323
"belgrado";-2,117;6,852;-1,599
"aumentado";1,429;0,021;-1,999
"atrás";0,065;0,021;-0,179
"assegurar";-0,471;0,021;0,323
"artificial";-2,647;3,998;-0,179
"aquarela";-2,647;3,998;-0,179
"almeida";9,47;-2,926;-1,999
"alinhar";1,429;-0,613;-0,179
"alerta";-2,647;1,149;0,323
"agrícola";1,429;-0,613;-0,179
"agricultura";-0,471;-0,613;2,431
"afim";0,065;-2,926;2,431
"afastar";-0,471;1,149;-0,179
"acidente";-2,647;0,021;2,431
"academia";0,065;-2,926;2,431
"abrangência";-2,647;0,021;2,431
"abertura";-2,647;0,021;2,431
"3d";-2,647;-0,613;6,503
"xviii";-0,163;2,499;-1,599
"wikipédia";-2,117;-2,34;10,029
"white";-1,587;5,137;-1,199
"whatsapp";0,421;0,296;-1,599
"vínculo";-2,117;6,852;-1,599
"vulnerável";0,421;0,296;-1,599
"voluntário";-2,117;-0,243;4,24
"virtualização";-2,117;-0,243;4,24
"verde";-1,587;1,144;0,034
"veicular";-2,117;2,499;-0,024
"vegetal";-1,587;1,144;0,034
"variar";-2,117;0,296;0,905
"usufruir";-0,163;2,499;-1,599
"universal";-1,587;5,137;-1,199
"unesp";-2,117;-2,34;10,029
"ultrassom";-1,587;-1,754;7,52
"ufba";0,421;-2,34;0,905
"uesb";-2,117;-2,34;10,029
"uberização";-2,117;6,852;-1,599
"tuxmath";7,574;-2,34;-1,599
"tudo";-2,117;6,852;-1,599
"trânsito";-0,163;2,499;-1,599
"trás";-0,163;0,296;-0,024
"tributação";-0,163;-0,243;0,905
"transferência";2,891;-0,243;-1,599
"transdisciplinares";-2,117;-0,243;4,24
"trama";-2,117;6,852;-1,599
"trajetória";-0,163;2,499;-1,599
"tocar";-2,117;2,499;-0,024
"tipologia";-2,117;0,296;0,905
"testemunhar";-2,117;6,852;-1,599
"terminológico";-0,002;-1,754;2,141
"terapia";2,891;-2,34;-0,024
"tensão";-2,117;2,499;-0,024
"teletrabalho";2,891;-2,34;-0,024
"tela";0,421;-0,243;-0,024
"sério";-2,117;6,852;-1,599
"sustentação";-2,117;-0,243;4,24
"suscitar";0,421;-0,243;-0,024
"supracitado";-2,117;-0,243;4,24
"suma";-0,163;2,499;-1,599
"solidariedade";-2,117;6,852;-1,599
"socioambientais";0,421;-0,243;-0,024
"smartphones";0,421;0,296;-1,599
"sinal";-0,002;-0,016;0,034
"simplificar";-0,163;-0,243;0,905
"sgdi";-2,117;-2,34;10,029
"sexualidade";-2,117;6,852;-1,599
"setembro";2,891;-2,34;-0,024
"sensu";-1,587;-1,754;7,52
"semelhança";-2,117;2,499;-0,024
"semanal";-2,117;-2,34;10,029
"secretaria";1,366;-1,754;0,034
"secessão";-2,117;2,499;-0,024
"rosar";-2,117;6,852;-1,599
"rondônia";7,574;-2,34;-1,599
"romper";0,421;0,296;-1,599
"romano";-2,117;2,499;-0,024
"rn";-0,002;1,144;-1,199
"ritual";-1,587;5,137;-1,199
"revolucionário";-2,117;6,852;-1,599
"rever";-0,163;0,296;-0,024
"reunião";-2,117;-0,243;4,24
"retórica";-2,117;-0,243;4,24
"retirar";-2,117;2,499;-0,024
"restar";0,421;0,296;-1,599
"responsabilização";-2,117;6,852;-1,599
"respaldar";-2,117;-0,243;4,24
"resolver";0,421;-0,243;-0,024
"residência";7,574;-2,34;-1,599
"representativo";-2,117;0,296;0,905
"representante";-2,117;2,499;-0,024
"reportagem";-2,117;2,499;-0,024
"repetitivo";0,421;0,296;-1,599
"repensar";-2,117;-0,243;4,24
"reiterar";0,421;-2,34;0,905
"reinserção";2,891;-0,243;-1,599
"redução";-0,163;-0,243;0,905
"rapidamente";-0,163;2,499;-1,599
"racialidade";-2,117;6,852;-1,599
"quesito";7,574;-2,34;-1,599
"punk";-2,117;6,852;-1,599
"psíquico";-2,117;2,499;-0,024
"prévio";0,421;-0,243;-0,024
"província";0,421;0,296;-1,599
"protocolo";-2,117;-0,243;4,24
"prospecção";-2,117;-2,34;10,029
"proporção";-2,117;6,852;-1,599
"prol";0,421;0,296;-1,599
"projeção";-2,117;-0,243;4,24
"programar";-0,163;0,296;-0,024
"profícuo";7,574;-2,34;-1,599
"privilegiar";-2,117;2,499;-0,024
"primordial";2,891;-2,34;-0,024
"primitivo";-2,117;6,852;-1,599
"primeiramente";-0,163;-0,243;0,905
"preço";-2,117;6,852;-1,599
"presunção";-2,117;6,852;-1,599
"prestar";0,421;-0,243;-0,024
"pressão";0,421;0,296;-1,599
"presidente";-2,117;6,852;-1,599
"predominantemente";0,421;-0,243;-0,024
"precisão";0,421;-2,34;0,905
"precarização";-0,163;2,499;-1,599
"posto";-0,163;2,499;-1,599
"postal";-2,117;-2,34;10,029
"pontuar";-0,163;-0,243;0,905
"ponta";-0,163;2,499;-1,599
"polícia";-2,117;6,852;-1,599
"polifônico";-1,587;1,144;0,034
"podcast";-2,117;2,499;-0,024
"pobreza";-2,117;6,852;-1,599
"plantação";-1,587;1,144;0,034
"pintura";-2,117;6,852;-1,599
"pertencente";-2,117;0,296;0,905
"perigo";-0,163;2,499;-1,599
"penal";-2,117;2,499;-0,024
"paz";-2,117;0,296;0,905
"passivo";-0,163;2,499;-1,599
"partilhar";-2,117;6,852;-1,599
"particularmente";2,891;-2,34;-0,024
"paralelo";-2,117;6,852;-1,599
"paradoxo";-2,117;0,296;0,905
"padlet";7,574;-2,34;-1,599
"pa";0,421;-0,243;-0,024
"ouvir";0,421;0,296;-1,599
"oriente";-2,117;0,296;0,905
"oposição";-2,117;6,852;-1,599
"ontologia";-0,163;0,296;-0,024
"oficina";-2,117;-2,34;10,029
"ocorrência";-0,163;0,296;-0,024
"ocidental";-2,117;6,852;-1,599
"obviamente";-0,163;-0,243;0,905
"obrigação";-0,002;1,144;-1,199
"nuançar";-2,117;-0,243;4,24
"notório";-2,117;6,852;-1,599
"notadamente";-1,587;5,137;-1,199
"nordestino";-2,117;2,499;-0,024
"nomear";-2,117;6,852;-1,599
"ninguem";7,574;-2,34;-1,599
"nilo";-2,117;6,852;-1,599
"nietzsche";-2,117;6,852;-1,599
"neurociência";0,421;-2,34;0,905
"nazista";-1,587;1,144;0,034
"navegação";-0,163;0,296;-0,024
"museológico";-2,117;6,852;-1,599
"muro";0,421;0,296;-1,599
"multimodal";2,891;-2,34;-0,024
"multifacetado";-0,163;0,296;-0,024
"morar";-1,587;1,144;0,034
"morador";-2,117;6,852;-1,599
"moradia";-0,163;0,296;-0,024
"monumento";-2,117;2,499;-0,024
"modificação";-2,117;6,852;-1,599
"mitigar";2,891;-0,243;-1,599
"michoacán";-2,117;-2,34;10,029
"metragem";-2,117;6,852;-1,599
"metodista";-0,163;-2,34;4,24
"metilfenidato";2,891;-2,34;-0,024
"metafísica";-2,117;2,499;-0,024
"mestre";-2,117;0,296;0,905
"medo";-0,163;2,499;-1,599
"medline";-1,587;-0,016;2,141
"medieval";-1,587;5,137;-1,199
"medicinal";-2,117;2,499;-0,024
"matriz";-0,163;0,296;-0,024
"marca";-2,117;6,852;-1,599
"maranhense";0,421;-0,243;-0,024
"manejo";2,891;-0,243;-1,599
"maio";-1,587;5,137;-1,199
"luis";-2,117;-2,34;10,029
"locativos";-1,587;5,137;-1,199
"limitar";-0,163;0,296;-0,024
"lilacs";-1,587;-1,754;7,52
"libra";-0,002;-0,016;0,034
"levy";-0,163;2,499;-1,599
"letivo";7,574;-2,34;-1,599
"lesão";7,574;-2,34;-1,599
"lema";-2,117;-2,34;10,029
"legislativo";-2,117;0,296;0,905
"le";5,679;-1,754;-1,199
"kumaravadivelu";-0,002;1,144;-1,199
"kress";-1,587;1,144;0,034
"kalantzis";7,574;-2,34;-1,599
"justificar";-2,117;-0,243;4,24
"juiz";-1,587;5,137;-1,199
"joão";-2,117;0,296;0,905
"jorge";-2,117;-2,34;10,029
"jesus";-2,117;2,499;-0,024
"iv";-0,163;2,499;-1,599
"iugs";-2,117;0,296;0,905
"itacoatiara";7,574;-2,34;-1,599
"iramuteq";-2,117;-2,34;10,029
"investigador";-2,117;-0,243;4,24
"invenção";2,891;-0,243;-1,599
"inundação";-2,117;-0,243;4,24
"intervir";0,421;-0,243;-0,024
"interessar";-2,117;6,852;-1,599
"interculturalidade";-2,117;6,852;-1,599
"interconexão";-0,163;0,296;-0,024
"intensificação";-0,163;2,499;-1,599
"institucionalização";-2,117;-0,243;4,24
"instalar";-0,163;0,296;-0,024
"inferir";-2,117;0,296;0,905
"indicador";0,421;-2,34;0,905
"independência";-1,587;1,144;0,034
"incipiente";0,421;-2,34;0,905
"incessante";-0,163;2,499;-1,599
"imersão";-0,163;-0,243;0,905
"ibram";-2,117;-2,34;10,029
"humor";-0,002;1,144;-1,199
"hiperdia";7,574;-2,34;-1,599
"heterogêneo";0,421;-0,243;-0,024
"herói";-1,587;5,137;-1,199
"hegemonia";-2,117;6,852;-1,599
"habitar";-2,117;6,852;-1,599
"gênese";-2,117;2,499;-0,024
"guia";-0,163;-0,243;0,905
"grego";-2,117;2,499;-0,024
"goiás";-1,587;5,137;-1,199
"go";-2,117;6,852;-1,599
"geométrico";-0,163;0,296;-0,024
"generos";-2,117;2,499;-0,024
"fértil";-2,117;2,499;-0,024
"fundo";-0,163;-0,243;0,905
"frequência";-2,117;0,296;0,905
"freiriana";-0,002;-1,754;2,141
"fragilidade";-0,163;-2,34;4,24
"formular";-0,163;2,499;-1,599
"fomento";-0,163;-0,243;0,905
"folha";-2,117;6,852;-1,599
"fisher";-2,117;2,499;-0,024
"financiamento";-2,117;-0,243;4,24
"finalmente";-0,163;-2,34;4,24
"filtro";-2,117;2,499;-0,024
"figurar";0,421;-0,243;-0,024
"fenotípicos";-1,587;-0,016;2,141
"felino";-2,117;-0,243;4,24
"farmacológico";5,679;-1,754;-1,199
"faceta";-0,163;-2,34;4,24
"explorado";-2,117;6,852;-1,599
"experimento";-2,117;-0,243;4,24
"exigência";0,421;-0,243;-0,024
"exclusivamente";-0,163;2,499;-1,599
"excesso";-1,587;5,137;-1,199
"etnografia";-2,117;0,296;0,905
"estruturar";-2,117;0,296;0,905
"espetáculo";-2,117;6,852;-1,599
"esperança";-1,587;5,137;-1,199
"especificação";-2,117;-2,34;10,029
"escutar";-0,163;0,296;-0,024
"esclarecer";0,421;-0,243;-0,024
"epidemiológico";-0,163;2,499;-1,599
"entrar";-0,002;1,144;-1,199
"entidade";-0,163;2,499;-1,599
"ensejar";0,421;0,296;-1,599
"enriquecimento";-2,117;2,499;-0,024
"enredo";-2,117;0,296;0,905
"enquadramento";-2,117;2,499;-0,024
"englobar";-0,163;-2,34;4,24
"engenharia";-0,002;-1,754;2,141
"empoderamento";-2,117;-0,243;4,24
"emocional";0,421;0,296;-1,599
"eleição";-2,117;0,296;0,905
"eixo";-2,117;0,296;0,905
"educação_a_distância";7,574;-2,34;-1,599
"economicamente";-2,117;6,852;-1,599
"eco";-2,117;6,852;-1,599
"dr";-1,587;-0,016;2,141
"divisão";-2,117;2,499;-0,024
"distinção";-0,163;0,296;-0,024
"dispor";-2,117;2,499;-0,024
"discrepância";-2,117;6,852;-1,599
"disco";-2,117;6,852;-1,599
"diminuir";-1,587;1,144;0,034
"digitalmente";-0,163;0,296;-0,024
"diariamente";-2,117;0,296;0,905
"di";7,574;-2,34;-1,599
"detrimento";-0,163;0,296;-0,024
"detalhado";-1,587;-0,016;2,141
"destruir";-0,163;0,296;-0,024
"depreender";-2,117;6,852;-1,599
"declínio";1,366;-0,016;-1,199
"declaração";-0,163;2,499;-1,599
"datar";-2,117;0,296;0,905
"césar";-2,117;2,499;-0,024
"crônico";7,574;-2,34;-1,599
"cruzar";-2,117;-0,243;4,24
"cruz";-2,117;-0,243;4,24
"cronológico";-2,117;0,296;0,905
"cpc";-2,117;-2,34;10,029
"corte";-2,117;0,296;0,905
"correção";-2,117;0,296;0,905
"copar";7,574;-2,34;-1,599
"contábil";0,421;-0,243;-0,024
"controvérsia";-2,117;-0,243;4,24
"contextual";-2,117;0,296;0,905
"contaminação";7,574;-2,34;-1,599
"contagem";-2,117;0,296;0,905
"conta";-1,587;1,144;0,034
"consonância";-2,117;0,296;0,905
"consistente";-2,117;2,499;-0,024
"conseguinte";2,891;-0,243;-1,599
"conscientização";0,421;0,296;-1,599
"confiança";-0,163;2,499;-1,599
"confiabilidade";-2,117;-0,243;4,24
"conferir";0,421;-2,34;0,905
"comportar";-2,117;6,852;-1,599
"compilar";-2,117;0,296;0,905
"competitivo";-2,117;0,296;0,905
"colaborador";-0,163;-0,243;0,905
"clarice";-2,117;2,499;-0,024
"citado";0,421;-2,34;0,905
"cirurgia";-0,002;-1,754;2,141
"celebrar";-0,163;2,499;-1,599
"católico";-1,587;-1,754;7,52
"carácter";-2,117;0,296;0,905
"cartografia";-2,117;0,296;0,905
"captura";-2,117;0,296;0,905
"candidato";-1,587;1,144;0,034
"cair";0,421;-0,243;-0,024
"bolha";-2,117;6,852;-1,599
"blogs";-2,117;-0,243;4,24
"bloco";-2,117;-0,243;4,24
"beauvoir";-2,117;6,852;-1,599
"bakhtin";-2,117;2,499;-0,024
"aí";2,891;-0,243;-1,599
"aventura";-2,117;2,499;-0,024
"avançar";0,421;0,296;-1,599
"automático";-2,117;-2,34;10,029
"atravessar";-2,117;6,852;-1,599
"atraente";2,891;-0,243;-1,599
"atlântico";-2,117;-0,243;4,24
"assistência";7,574;-2,34;-1,599
"art";-1,587;5,137;-1,199
"ars";-2,117;-2,34;10,029
"arquitetônico";-2,117;-0,243;4,24
"arqueológico";-0,163;2,499;-1,599
"argumentativo";-2,117;-0,243;4,24
"aprofundado";0,421;-0,243;-0,024
"aprendiz";7,574;-2,34;-1,599
"aporte";-0,163;-0,243;0,905
"apelar";-2,117;-0,243;4,24
"anticomunista";-2,117;6,852;-1,599
"ambiência";-2,117;6,852;-1,599
"amaral";-2,117;-0,243;4,24
"am";7,574;-2,34;-1,599
"almejar";-2,117;0,296;0,905
"alimento";-0,163;2,499;-1,599
"alicerçar";0,421;-2,34;0,905
"alegoria";-2,117;6,852;-1,599
"ajustar";0,421;0,296;-1,599
"ajuda";-0,002;-0,016;0,034
"agrupar";-2,117;-2,34;10,029
"agronegócio";-2,117;2,499;-0,024
"agressor";2,891;-0,243;-1,599
"agilidade";-0,163;2,499;-1,599
"agenda";-2,117;0,296;0,905
"afrodescendentes";-1,587;1,144;0,034
"afro";-2,117;6,852;-1,599
"afinal";-2,117;2,499;-0,024
"afetivo";-2,117;6,852;-1,599
"adriano";-0,163;2,499;-1,599
"aderir";-1,587;5,137;-1,199
"adequar";-0,163;-0,243;0,905
"abril";-2,117;0,296;0,905
"abandono";-2,117;6,852;-1,599
"égide";-0,002;1,144;-1,199
"ápice";-1,587;5,137;-1,199
"álcool";1,366;-0,016;-1,199
"zaba";-1,587;1,144;0,034
"westworld";-1,587;5,137;-1,199
"wegner";-0,002;-0,016;0,034
"wagner";-0,002;1,144;-1,199
"visível";-1,587;1,144;0,034
"visualidade";-1,587;1,144;0,034
"visitante";-1,587;1,144;0,034
"visita";-1,587;1,144;0,034
"violar";-1,587;1,144;0,034
"viola";-1,587;5,137;-1,199
"vingança";-1,587;5,137;-1,199
"vilém";-1,587;5,137;-1,199
"vigor";-1,587;1,144;0,034
"view";-1,587;-1,754;7,52
"vento";-1,587;1,144;0,034
"vender";-1,587;1,144;0,034
"variedade";-0,002;-0,016;0,034
"van";-1,587;1,144;0,034
"valéria";-1,587;-1,754;7,52
"validade";-1,587;-0,016;2,141
"vacinação";-1,587;5,137;-1,199
"vacina";-1,587;1,144;0,034
"utilizá";5,679;-1,754;-1,199
"utilidade";-1,587;-0,016;2,141
"urgência";1,366;-0,016;-1,199
"uno";-0,002;-0,016;0,034
"unb";-0,002;-1,754;2,141
"ultrapassar";1,366;-0,016;-1,199
"ufsc";-1,587;-0,016;2,141
"ufrgs";-1,587;-0,016;2,141
"ubíquo";-0,002;1,144;-1,199
"tímido";-1,587;5,137;-1,199
"tv";-0,002;-1,754;2,141
"tumba";-1,587;5,137;-1,199
"trágico";-1,587;1,144;0,034
"treinar";-0,002;-0,016;0,034
"traço";-1,587;1,144;0,034
"traçado";1,366;-1,754;0,034
"transversal";-0,002;-0,016;0,034
"transcender";1,366;-0,016;-1,199
"trabalhado";-1,587;-1,754;7,52
"totalmente";1,366;-0,016;-1,199
"tombo";-1,587;-1,754;7,52
"titular";1,366;-0,016;-1,199
"timeline";-1,587;-1,754;7,52
"terrestre";-0,002;-0,016;0,034
"teoricamente";-0,002;-0,016;0,034
"teor";-0,002;1,144;-1,199
"temporomandibular";1,366;-1,754;0,034
"tematização";-1,587;-1,754;7,52
"technology";-1,587;-1,754;7,52
"tardio";-1,587;5,137;-1,199
"tanque";1,366;-1,754;0,034
"tablets";1,366;-0,016;-1,199
"suzanne";-1,587;5,137;-1,199
"suspensão";1,366;-0,016;-1,199
"sugestão";-0,002;1,144;-1,199
"subprojeto";-0,002;-1,754;2,141
"submeter";-1,587;1,144;0,034
"subjacente";-0,002;-0,016;0,034
"strike";-0,002;1,144;-1,199
"sociolinguística";-1,587;-0,016;2,141
"simone";-0,002;1,144;-1,199
"simbiose";-1,587;1,144;0,034
"signo";-1,587;5,137;-1,199
"significação";-1,587;1,144;0,034
"sentir";1,366;-0,016;-1,199
"sentimento";-1,587;1,144;0,034
"sentença";-1,587;5,137;-1,199
"sensação";-0,002;1,144;-1,199
"selo";-1,587;-1,754;7,52
"seletivo";-0,002;-0,016;0,034
"sede";-1,587;5,137;-1,199
"seara";-1,587;5,137;-1,199
"screenagers";-0,002;-1,754;2,141
"schroeder";-1,587;5,137;-1,199
"sapiens";-0,002;-0,016;0,034
"sadler";1,366;-0,016;-1,199
"rüsen";-1,587;-1,754;7,52
"rádio";-0,002;-0,016;0,034
"ruína";-1,587;1,144;0,034
"russo";-1,587;1,144;0,034
"rpg";1,366;-0,016;-1,199
"rp";1,366;-1,754;0,034
"rosário";-1,587;-1,754;7,52
"rodriguez";-1,587;5,137;-1,199
"roda";-1,587;-1,754;7,52
"revolto";-1,587;5,137;-1,199
"revisitar";-0,002;1,144;-1,199
"reutilização";-1,587;-0,016;2,141
"retrospectivo";-1,587;-0,016;2,141
"retornar";-1,587;-0,016;2,141
"resíduo";1,366;-0,016;-1,199
"restringir";-1,587;1,144;0,034
"residente";-1,587;1,144;0,034
"resgate";-1,587;5,137;-1,199
"resenha";-1,587;-0,016;2,141
"reproduzir";-0,002;1,144;-1,199
"repetição";-0,002;1,144;-1,199
"renovar";1,366;-0,016;-1,199
"remeter";-1,587;5,137;-1,199
"remark";-0,002;-0,016;0,034
"releitura";-1,587;1,144;0,034
"reivindicar";-1,587;5,137;-1,199
"reinvenção";-1,587;5,137;-1,199
"rei";-1,587;1,144;0,034
"regência";5,679;-1,754;-1,199
"regularidade";-1,587;-1,754;7,52
"regulador";1,366;-0,016;-1,199
"reformular";-1,587;5,137;-1,199
"recriar";-0,002;1,144;-1,199
"reconstrução";-1,587;5,137;-1,199
"reconfiguração";-1,587;1,144;0,034
"recompensa";5,679;-1,754;-1,199
"recife";-1,587;1,144;0,034
"realmente";-1,587;-0,016;2,141
"realista";-0,002;1,144;-1,199
"realismo";-1,587;5,137;-1,199
"rappi";-1,587;-1,754;7,52
"radical";1,366;-0,016;-1,199
"racionalidade";-1,587;1,144;0,034
"racional";5,679;-1,754;-1,199
"quarto";-1,587;-0,016;2,141
"quali";-1,587;-1,754;7,52
"punir";1,366;-0,016;-1,199
"publicidade";-0,002;-0,016;0,034
"psicopatológico";-1,587;1,144;0,034
"provavelmente";-0,002;1,144;-1,199
"protagonizar";-1,587;5,137;-1,199
"propaganda";-1,587;1,144;0,034
"promovido";1,366;-0,016;-1,199
"programação";-1,587;1,144;0,034
"proficiência";5,679;-1,754;-1,199
"produtividade";-1,587;5,137;-1,199
"proceedings";-1,587;-1,754;7,52
"prisional";-0,002;1,144;-1,199
"primórdio";1,366;-0,016;-1,199
"primordios";-1,587;5,137;-1,199
"prevalência";1,366;-0,016;-1,199
"prescrito";-1,587;-1,754;7,52
"prejudicar";-0,002;1,144;-1,199
"preferência";-0,002;1,144;-1,199
"precedente";-1,587;5,137;-1,199
"power";1,366;-1,754;0,034
"potencialmente";-0,002;1,144;-1,199
"potencialização";-0,002;1,144;-1,199
"portugal";-0,002;-0,016;0,034
"porto";-1,587;-0,016;2,141
"porte";-1,587;5,137;-1,199
"populismo";-1,587;5,137;-1,199
"poppe";-1,587;5,137;-1,199
"pontual";-1,587;5,137;-1,199
"poluição";-0,002;1,144;-1,199
"politécnico";1,366;-0,016;-1,199
"polarização";-1,587;5,137;-1,199
"pokémon";-1,587;5,137;-1,199
"pnedh";5,679;-1,754;-1,199
"plataformização";-0,002;1,144;-1,199
"planilha";-1,587;-1,754;7,52
"pinto";-0,002;1,144;-1,199
"piloto";-1,587;-0,016;2,141
"php";-1,587;-1,754;7,52
"peça";-1,587;5,137;-1,199
"pertencimento";-0,002;1,144;-1,199
"personalizar";5,679;-1,754;-1,199
"persistir";-0,002;1,144;-1,199
"perpetuação";1,366;-1,754;0,034
"pernambucano";-0,002;-0,016;0,034
"permanência";-1,587;5,137;-1,199
"periodicos";-1,587;-1,754;7,52
"pelagem";-1,587;-0,016;2,141
"pe";-1,587;-0,016;2,141
"patriótico";-1,587;5,137;-1,199
"patente";-1,587;-0,016;2,141
"partido";-1,587;1,144;0,034
"parque";-1,587;1,144;0,034
"pandêmica";-1,587;5,137;-1,199
"paliativo";5,679;-1,754;-1,199
"palco";-1,587;5,137;-1,199
"otimizar";5,679;-1,754;-1,199
"originar";5,679;-1,754;-1,199
"orientador";1,366;-1,754;0,034
"or";-1,587;-1,754;7,52
"operatório";-1,587;-0,016;2,141
"opacidade";-1,587;1,144;0,034
"odontologia";-0,002;-1,754;2,141
"ocultar";-1,587;1,144;0,034
"obstante";-1,587;5,137;-1,199
"oas";5,679;-1,754;-1,199
"nuvem";-1,587;1,144;0,034
"ntic";5,679;-1,754;-1,199
"novembro";-1,587;-0,016;2,141
"notoriedade";-1,587;-0,016;2,141
"nomeadamente";-0,002;1,144;-1,199
"noite";-1,587;1,144;0,034
"nicolas";-1,587;5,137;-1,199
"new";-0,002;-1,754;2,141
"nazaré";-1,587;-1,754;7,52
"nascer";-0,002;-1,754;2,141
"narrar";-1,587;1,144;0,034
"nada";-1,587;1,144;0,034
"mônica";5,679;-1,754;-1,199
"mágico";-0,002;-0,016;0,034
"multiplicidade";-0,002;-0,016;0,034
"multilíngue";-1,587;-0,016;2,141
"mudo";-1,587;1,144;0,034
"mover";-0,002;1,144;-1,199
"mormente";1,366;-0,016;-1,199
"moretti";-0,002;-1,754;2,141
"monumental";-1,587;1,144;0,034
"montagem";-1,587;5,137;-1,199
"monitorar";1,366;-0,016;-1,199
"mirar";-1,587;-0,016;2,141
"mineiro";-0,002;-0,016;0,034
"midiático";-1,587;1,144;0,034
"midiatização";-1,587;1,144;0,034
"metafunção";-1,587;1,144;0,034
"metabólico";5,679;-1,754;-1,199
"mesa";-1,587;-0,016;2,141
"mensuração";-1,587;-0,016;2,141
"mensurar";-0,002;-0,016;0,034
"menezes";-1,587;5,137;-1,199
"memorial";-1,587;-0,016;2,141
"mello";1,366;-0,016;-1,199
"mellitus";5,679;-1,754;-1,199
"melhora";5,679;-1,754;-1,199
"melar";-1,587;-1,754;7,52
"medievo";-0,002;1,144;-1,199
"mediador";1,366;-0,016;-1,199
"mecânico";-1,587;5,137;-1,199
"meado";-1,587;5,137;-1,199
"maximizar";1,366;-0,016;-1,199
"marx";-1,587;1,144;0,034
"mark";-1,587;5,137;-1,199
"margem";-1,587;5,137;-1,199
"marcante";-0,002;-0,016;0,034
"marcado";-1,587;5,137;-1,199
"maravilha";-1,587;5,137;-1,199
"maquiavel";-1,587;1,144;0,034
"mansplaining";-1,587;5,137;-1,199
"mandato";-1,587;5,137;-1,199
"mal";-1,587;5,137;-1,199
"majoritário";-0,002;-0,016;0,034
"lábrea";5,679;-1,754;-1,199
"luís";-0,002;-0,016;0,034
"luto";5,679;-1,754;-1,199
"luso";-1,587;1,144;0,034
"luhmann";-1,587;5,137;-1,199
"lopes";-1,587;-1,754;7,52
"longe";-1,587;1,144;0,034
"localização";-1,587;-0,016;2,141
"liu";-1,587;5,137;-1,199
"lisboa";-1,587;-0,016;2,141
"linear";-1,587;-0,016;2,141
"licenciar";1,366;-0,016;-1,199
"libertador";-1,587;5,137;-1,199
"lexical";-1,587;-0,016;2,141
"leve";-1,587;1,144;0,034
"levantado";-0,002;-1,754;2,141
"letalidade";-1,587;5,137;-1,199
"lente";-0,002;-0,016;0,034
"leigo";-1,587;5,137;-1,199
"legar";-1,587;1,144;0,034
"leeuwen";-1,587;1,144;0,034
"lecionar";1,366;-1,754;0,034
"lazer";1,366;-0,016;-1,199
"latente";-0,002;-1,754;2,141
"larhud";-1,587;-0,016;2,141
"largo";-0,002;-1,754;2,141
"juvenil";-1,587;-0,016;2,141
"justificado";-1,587;1,144;0,034
"jurisdição";-1,587;5,137;-1,199
"junho";-1,587;-1,754;7,52
"julho";-1,587;1,144;0,034
"judiciário";-1,587;5,137;-1,199
"john";-1,587;1,144;0,034
"jogar";1,366;-0,016;-1,199
"iugoslavo";-1,587;5,137;-1,199
"ira";-1,587;-0,016;2,141
"investir";1,366;-0,016;-1,199
"intolerância";-1,587;5,137;-1,199
"interlocutor";-1,587;5,137;-1,199
"interligar";-1,587;1,144;0,034
"intelectualidade";-1,587;5,137;-1,199
"integridade";-1,587;-0,016;2,141
"insumo";-0,002;-0,016;0,034
"instituir";-0,002;1,144;-1,199
"instaurar";-1,587;5,137;-1,199
"instantâneo";-0,002;1,144;-1,199
"insegurança";-0,002;1,144;-1,199
"inscrição";1,366;-0,016;-1,199
"inscrever";-1,587;1,144;0,034
"inocente";-0,002;1,144;-1,199
"informado";1,366;-0,016;-1,199
"infantojuvenil";-0,002;-0,016;0,034
"inegável";-0,002;1,144;-1,199
"indutivo";-1,587;-0,016;2,141
"individualização";-1,587;1,144;0,034
"indicado";-1,587;-0,016;2,141
"index";-1,587;-1,754;7,52
"incidência";-1,587;1,144;0,034
"imenso";-1,587;1,144;0,034
"imbricar";-0,002;1,144;-1,199
"imago";-1,587;-1,754;7,52
"igualitário";5,679;-1,754;-1,199
"ifam";-0,002;-1,754;2,141
"icom";-1,587;-0,016;2,141
"humanístico";-1,587;-1,754;7,52
"humanidades_digitales";-1,587;-0,016;2,141
"humaitá";-0,002;-1,754;2,141
"hospital";-1,587;5,137;-1,199
"homossexual";-1,587;5,137;-1,199
"hidrogênio";1,366;-1,754;0,034
"hibridização";-1,587;5,137;-1,199
"heurístico";-1,587;-1,754;7,52
