"";"X.HDLENS2014";"X.HDLENS2015";"X.HDLENS2016";"X.HDLENS2017";"X.HDLENS2018";"X.HDLENS2019";"X.HDLENS2020";"X.HDLENS2021";"X.HDLENS2022";"X.HDLENS2023";"X.HDLENS2024"
"fase";0;0;0,28;0,31;0,39;0;0;0;0,14;0,37;0,15
"2009";0;0;0,28;0;0;0,32;0,45;0,41;0,34;0,18;0,36
"visualização";0;0;0,28;0;0,58;0;0,56;0;0,34;0,02;0
"visão";0;0;0,28;0,92;0;0,11;0,45;0,1;0,07;0,41;0,61
"medida";0;0;0,28;0;0;0,32;0,34;0,21;0,34;0,09;0,36
"perceber";0;0;0,28;0,31;0;0,11;0,67;0,31;0,34;0,31;0,1
"consequentemente";0;0;0,28;0;0,39;0,32;0;0,1;0,2;0,07;0,25
"constantemente";0;0;0,28;0;0;0;0;0;0;0,17;0
"divulgar";0;0;0,28;0,92;0,19;0,11;0,22;0,31;0,07;0,06;0,05
"nível";0;0;0,28;0,61;0,19;0;0,45;0,21;0,27;0,26;0,46
"descritivo";0;0;0,28;0,31;0,77;0,11;0,22;0,21;0,47;0,39;0,3
"bibliografia";0;0;0,28;0;0,19;0;0;0,51;0,27;0,18;0,05
"profissional";0;0;0,28;0,61;0,58;0,54;1,12;0,31;0,88;0,68;0,96
"google";0;0;0,28;0;0,19;0,11;0;0,1;0,47;0,26;0,41
"consciente";0;0;0,28;0;0;0;0,22;0;0;0,24;0,1
"divulgação";0;0;0,28;1,23;0,19;0,43;0,34;0,72;0,61;0,15;0,15
"resposta";0;0;0;0,31;0,19;0,11;0,11;0,31;0,2;0,18;0,41
"emergência";0;0;0;0,31;0,58;0,11;0;0;0,14;0,22;0,15
"aproximar";0;0;0;0,31;0,19;0,22;0;0;0;0,07;0,1
"diálogo";0;0;0;1,23;0,39;0,54;0,22;0,41;0,41;0,37;0,2
"aprendizado";0;0;0;0,61;0;0,22;0,34;0,1;0,47;0,64;0,61
"incorporar";0;0;0;0,31;0;0,22;0;0,21;0;0,09;0,3
"currículo";0;0;0;0,31;0;0;0,11;0,21;0,2;0,22;0,61
"ensinar";0;0;0;0,31;0;0,22;0,22;0,1;0,47;0,46;0,1
"escrever";0;0;0;0,31;0;0,11;0,34;0,41;0,27;0,7;0,05
"domínio";0;0;0;0,31;0,58;0,22;0,11;0,31;0,27;0,07;0,3
"descrever";0;0;0;0,92;1,74;1,4;0,11;0,1;0,14;0,15;0,3
"turma";0;0;0;0,31;0;0;0;0,21;0,14;0,24;0,1
"digitalizar";0;0;0;0,31;0,19;0,11;0,34;0,31;0;0,11;0
"referência";0;0;0;0,31;0,19;0,65;0;0,41;0,34;0,37;0,25
"conter";0;0;0;0,31;1,16;0;0,11;0,1;0,34;0,09;0,05
"auxílio";0;0;0;0,31;0;0;0;0;0,07;0,26;0,05
"demanda";0;0;0;0,61;0,19;0,75;0,11;0,31;0,07;0,15;0,36
"relevância";0;0;0;0,61;0,19;0,22;0,56;0,21;0,54;0,17;0,56
"geográfico";0;0;0;0,92;0;0,11;0,11;0;0,07;0,15;0,25
"aliado";0;0;0;0,31;0;0,32;0;0;0,2;0,18;0,15
"regional";0;0;0;0,61;0;0;0,22;0;0,07;0,09;0
"adaptação";0;0;0;0,61;0;0,32;0,11;0,31;0,07;0,48;0,61
"edm";0;0;0;1,53;0,96;0;0;0;0;0;0
"terra";0;0;0;0,61;0,77;0,32;0,11;0,31;0,34;0;0,05
"mina";0;0;0;0,61;0,19;0,22;0,11;0,21;0,07;0,04;0,05
"negro";0;0;0;0,31;0;0,11;0;0;0;0,22;0,1
"bahia";0;0;0;0,31;0,19;0,22;0;0;0,2;0,11;0,1
"conflito";0;0;0;0,92;0;0;0;0,1;0,34;0,11;0,15
"conceituação";0;0;0;0,61;0;0;0;0;0,07;0,15;0
"norte";0;0;0;0,61;0;0,11;0;0,41;0;0,07;0,15
"central";0;0;0;0,31;0,19;0;0,22;0,21;0,14;0,26;0,41
"definir";0;0;0;0,31;0,39;0,11;0,11;0,1;0,14;0,17;0,3
"implicar";0;0;0;0,61;0,19;0,22;0,34;0,1;0,07;0,07;0,1
"integrar";0;0;0;1,53;0;0,22;0,79;0,62;0,34;0,06;0,96
"contra";0;0;0;0,31;0;0,11;0,11;0,21;0,47;0,13;0,15
"próximo";0;0;0;0,31;0;0;0,22;0,31;0,14;0,06;0
"classificação";0;0;0;0,31;0;0;0,56;0,1;0,07;0,04;0
"associar";0;0;0;0,92;0;0,22;0,22;0,21;0,07;0,11;0,25
"aplicar";0;0;0;0,61;0,19;0,22;0,34;0,31;0,27;0,39;0,36
"inovador";0;0;0;0,61;0;0;0;0,31;0,34;0,31;1,07
"único";0;0;0;0,31;0;0,22;0,11;0;0,07;0,02;0,36
"basear";0;0;0;0,61;0,19;0,65;0,34;0;0,54;0,09;0,3
"narrativo";0;0;0;1,23;0;0,22;0,34;0,31;0,54;0,26;0,2
"qualidade";0;0;0;0,61;0,39;0,43;0,56;0,31;0,75;0,55;0,96
"ver";0;0;0;0,92;0,58;0,43;0,79;0,51;0,47;0,44;0,36
"regular";0;0;0;0,61;0;0;0;0,21;0;0,31;0
"org";0;0;0;0,61;0;0,11;0,22;0;0;0,04;0,15
"avanço";0;0;0;0,61;0,39;0;0,45;0,41;0,47;0,42;0,61
"ambiental";0;0;0;0,92;0;0,32;1,35;0;0,34;0,04;0,46
"norteador";0;0;0;0,31;0;0;0,11;0,1;0;0,17;0,15
"animal";0;0;0;1,53;0;0;0;0,1;0,07;0,07;0,66
"função";0;0;0;0,61;0,58;0,54;0,11;0,92;0,07;0,28;0,36
"alternativa";0;0;0;0,31;0;0,22;0;0,21;0,07;0,41;0,05
"concepção";0;0;0;1,84;0,58;0,75;0,11;0,72;0,27;0,39;0,25
"privado";0;0;0;0,61;0;0,11;0,11;0,1;0,27;0,06;0,05
"menor";0;0;0;0,31;0;0,11;0;0,21;0,07;0,06;0,2
"apreender";0;0;0;0,31;0;0;0;0;0;0,29;0
"pesquisar";0;0;0;0,31;0,39;0,11;0,11;0,1;0,34;0,2;0,1
"ator";0;0;0;0,61;0,58;0,22;0;0,21;0,07;0,13;0
"reflexivo";0;0;0;0,31;0;0,22;0;0,1;0,07;0,24;0,05
"espírito";0;0;0;0,61;0,19;0;0,11;0,21;0,14;0,06;0
"futuro";0;0;0;0,31;0,58;0,54;1,01;0,41;0,47;0,81;0,71
"geração";0;0;0;0,31;0,77;0,22;0,56;0;0,07;0,11;0,41
"tendência";0;0;0;0,92;0,58;0;0,11;0,1;0,14;0,13;0,41
"curso";0;0;0;0,61;0,58;0,32;1,01;0,41;0,61;0,35;0,36
"descrição";0;0;0;0,31;0,39;0,54;0,11;0,1;0;0,09;0,05
"amostra";0;0;0;0,31;0;0,32;0,34;0,1;0,14;0,02;0,1
"participar";0;0;0;0,61;0;0;0;0,21;0,34;0,07;0,05
"adequado";0;0;0;0,31;1,54;0,22;0,11;0,1;0,34;0,13;0,36
"crescente";0;0;0;0,31;0,58;0,32;0;0;0,34;0,09;0,61
"baixo";0;0;0;0,31;0;0;0,11;0;0,07;0,07;0,51
"qualitativo";0;0;0;0,31;1,35;0,11;0,67;0,62;1,02;1,45;0,86
"portal";0;0;0;0,61;0,19;0,11;0;0,41;0,14;0,04;0
"capes";0;0;0;0,61;0;0;0;0,21;0,2;0,11;0,05
"total";0;0;0;0,31;0;0,75;0;0,1;0;0,07;0
"legislação";0;0;0;0,31;0,39;0,11;0;0;0,61;0,13;0,3
"guerra";0;0;0;0,31;0;0;0;0;0,14;0,15;0,2
"antes";0;0;0;0,31;0;0,11;0,22;0;0,2;0,29;0,15
"anteriormente";0;0;0;0,31;0;0;0;0;0;0,18;0
"sertão";0;0;0;0,92;0;0,32;0,22;0,21;0,07;0,02;0
"continuidade";0;0;0;0,31;0;0,11;0,22;0,21;0,27;0,11;0,2
"negativo";0;0;0;0,92;0;0,11;0;0;0,14;0,81;0,15
"positivo";0;0;0;0,61;0;0,11;0,11;0,1;0,14;0,64;0,25
"agente";0;0;0;0,31;0,39;0;0,56;0,1;0,34;0,53;0,1
"cognitivo";0;0;0;0,61;0,19;0,11;0;0;0,41;0,04;0,1
"panorama";0;0;0;0,31;0,19;0,11;0,45;0,21;0,14;0,04;0,1
"remoto";0;0;0;0,31;0;0;0,34;0,72;0,95;1,84;0,81
"fundamentar";0;0;0;0,31;0;0;0;0,1;0,14;0,18;0,1
"sofrer";0;0;0;0,61;0;0,11;0,11;0,31;0,2;0,07;0
"rocha";0;0;0;0,31;0;0;0,22;0;0,07;0,35;0
"destacar";0;0;0;1,23;0,58;0,65;0,9;0,72;0,54;1,1;2,43
"filme";0;0;0;0,92;0;0;0,45;0,31;0;0,17;0,05
"continuar";0;0;0;0,31;0;0;0,11;0,21;0,2;0,28;0,36
"chamar";0;0;0;0,61;0;0,11;0,22;0;0;0,11;0
"xxi";0;0;0;0,31;0,19;0,11;0,22;0,21;0,14;0,22;0,41
"souza";0;0;0;0,31;0;0;0,34;0,1;0,14;0,48;0
"estruturado";0;0;0;0,31;0,58;0,22;0;0;0,14;0;0,1
"olhar";0;0;0;0,31;0,39;0,22;0,11;0,21;0,41;0,37;0,15
"particular";0;0;0;0,31;0,39;0,11;0,22;0,21;0,07;0,11;0
"diário";0;0;0;0,31;0;0,32;0,34;0;0,14;0,17;0
"intenção";0;0;0;0,61;0;0;0,45;0,1;0,14;0,22;0,05
"empregar";0;0;0;0,31;0;0;0,22;0;0;0,06;0,25
"referido";0;0;0;0,31;0;0;0,67;0,41;0,07;0,13;0,1
"africano";0;0;0;0,31;0;0;0,22;0;0;0,17;0,1
"conseguir";0;0;0;0,31;0,19;0,22;0,11;0,41;0,07;0,33;0,15
"europeu";0;0;0;0,31;0,58;0;0;0,1;0,14;0,13;0
"machado";0;0;0;0,31;0;0;0;0;0,07;0,17;0
"motivação";0;0;0;0,31;0;0,11;0,11;0,1;0,27;0,2;0,41
"caber";0;0;0;0,31;0;0,11;0;0,1;0,07;0,24;0
"psicologia";0;0;0;0,31;0;0;0;0;0,14;0,11;0,05
"empírico";0;0;0;0,92;1,16;0;0,22;0;0,07;0,17;0,25
"avançado";0;0;0;0,31;0;0;0,11;0,31;0,2;0,09;0,1
"dispositivo";0;0;0;0,61;0,19;0,54;0,11;0,31;0,2;0,13;0,2
"capitalismo";0;0;0;0,31;0;0;0;0,1;0;0,06;0,3
"consumo";0;0;0;0,61;0;0,11;0,45;0;0,2;0,11;0,3
"desafiar";0;0;0;0,31;0;0;0;0;0;0,22;0,05
"capacidade";0;0;0;0,31;0;0;0,11;0,1;0,34;0,07;0,51
"motivar";0;0;0;0,31;0;0,22;0;0,1;0,07;0,28;0
"controlar";0;0;0;0,31;0;0,11;0;0,21;0,2;0,06;0,15
"consumidor";0;0;0;0,31;0;0;0,9;0;0,14;0,07;0,1
"filósofo";0;0;0;0,61;0,19;0;0;0,1;0,41;0,04;0,1
"nascimento";0;0;0;0,31;0;0;0;0,1;0;0,53;0,15
"lógico";0;0;0;0,31;0;0;0;0,21;0;0,17;0
"razão";0;0;0;0,31;0,19;0,11;0,22;0,21;0,07;0,04;0,15
"proveniente";0;0;0;0,31;0,39;0,11;0,34;0;0,07;0,06;0,05
"imigrante";0;0;0;0,31;0;0;0;0;0;0,44;0
"narrativa";0;0;0;0,61;0,58;0,11;0,34;0,31;0;0,15;0,41
"integração";0;0;0;0,31;0,19;0,11;0,11;0,21;0,14;0,33;1,88
"sujeitar";0;0;0;0,31;0,58;0;0;0,21;0,14;0,09;0,1
"realização";0;0;0;0,31;0,39;0,11;0,11;0,51;0,41;0,46;0,05
"adolescente";0;0;0;0,31;0,39;0,32;0;0,1;0;0,18;0,66
"conduta";0;0;0;0,31;1,54;0,22;0,11;0;0,07;0;0
"informática";0;0;0;0,31;0,19;0;0,34;0;0,14;0,04;0,15
"capacitação";0;0;0;0,31;0;0;0,11;0,1;0;0,15;0,25
"alcance";0;0;0;0,31;0;0,22;0;0;0,14;0,04;0,2
"historiador";0;0;0;0,92;0,19;0,75;0,67;0,21;0,07;0,15;0,1
"claro";0;0;0;0,31;0;0,22;0;0;0,07;0,18;0,15
"embasar";0;0;0;0,31;0,19;0;0,11;0,1;0;0,15;0,1
"doutorado";0;0;0;0,31;0,19;0,22;0,45;0;0,2;0,11;0,2
"foco";0;0;0;0,31;0,19;0,54;0,45;0,82;0,14;0,33;0,36
"matéria";0;0;0;0,31;0;0;0,11;0,41;0,07;0,31;0,1
"tarefa";0;0;0;0,31;0;0,32;0,22;0;0;0,26;0,15
"completo";0;0;0;0,31;0;0,11;0,34;0;0;0,09;0,1
"apontado";0;0;0;0,31;0;0,11;0,22;0;0;0,17;0
"costa";0;0;0;0,31;0;0;0,11;0;0;0,17;0,15
"responsabilidade";0;0;0;0,31;0,77;0,43;0,11;0;0,07;0,26;0,05
"operação";0;0;0;0;0,19;0,11;0;0;0,07;0,11;0,05
"gerenciamento";0;0;0;0;0,19;0,43;0,11;0,1;0;0,07;0,05
"fotográfico";0;0;0;0;1,35;0,11;0,11;0;0;0;0,05
"realidade";0;0;0;0;0,77;0,75;1,23;0,51;0,81;0,74;0,46
"retratar";0;0;0;0;0,19;0,22;0,11;0,51;0,07;0,18;0,1
"fruto";0;0;0;0;0,58;0,11;0,11;0;0;0,11;0
"devidamente";0;0;0;0;0,19;0,11;0;0;0;0,13;0,1
"intuito";0;0;0;0;0,39;0,22;0,34;0,1;0,07;0,07;0,05
"esperar";0;0;0;0;0,19;0,11;0,11;0,1;0,14;0,13;0,15
"eficaz";0;0;0;0;0,77;0;0;0;0,14;0,41;1,37
"eficiente";0;0;0;0;0,39;0;0,11;0,1;0,07;0,33;0,1
"documental";0;0;0;0;0,39;0,75;0,45;0,1;0,54;0,5;0,15
"2011";0;0;0;0;0,19;0,11;0;0,31;0,14;0,06;0,25
"escala";0;0;0;0;0,77;0,22;0,11;0;0,07;0,04;0,1
"individual";0;0;0;0;0,77;0,22;0;0;0,14;0,22;0,2
"emergir";0;0;0;0;0,58;0,22;0;0,1;0,14;0,29;0,25
"cidadania";0;0;0;0;2,89;0,43;0;0,41;0,14;0,07;0,05
"série";0;0;0;0;0,77;0,32;0,22;0;0,2;0,31;0,05
"ordenamento";0;0;0;0;0,77;0,11;0;0;0,07;0,07;0
"indexar";0;0;0;0;0,58;0,11;0;0,51;0;0;0,05
"quantitativo";0;0;0;0;0,19;0,32;0,11;0;0;0,17;0,25
"recuperar";0;0;0;0;0,39;0,32;0,11;0,21;0,07;0,04;0,05
"software";0;0;0;0;0,19;0,32;0,56;0,31;0,47;0,24;0,41
"revisar";0;0;0;0;0,19;0,11;0;0,21;0;0,07;0,1
"aplicativo";0;0;0;0;0,19;0;0,11;0,1;0,41;0,48;0,1
"somente";0;0;0;0;0,39;0,11;0;0,1;0;0,2;0,1
"2018";0;0;0;0;0,58;0,43;0,9;0,62;0,27;0,28;0,46
"2023";0;0;0;0;0,39;0;0;0;0;0,09;0,56
"vivenciar";0;0;0;0;0,39;0,22;0;0,31;0,07;0,35;0,05
"aprimoramento";0;0;0;0;0,19;0;0,11;0;0,14;0,09;0,1
"tdics";0;0;0;0;0,19;0,22;0;0;0,27;0,88;0,15
"alfabetização";0;0;0;0;0,19;0;0,45;0,41;0,68;0,09;0,1
"letramento";0;0;0;0;0,96;0,32;0;0,82;0,41;0,2;0,2
"sul";0;0;0;0;0,58;1,4;0,11;0,1;0,07;0,2;0,15
"américa";0;0;0;0;0,77;0,32;0,22;0,1;0,14;0,07;0,15
"orientar";0;0;0;0;0,19;0,32;0,11;0,1;0,14;0,06;0,15
"diferenciado";0;0;0;0;0,19;0;0;0,1;0;0,18;0
"fenômeno";0;0;0;0;0,58;0,75;0,34;0,72;0;0,07;0,05
"imprescindível";0;0;0;0;0,19;0;0,11;0;0,14;0,17;0,05
"trabalhador";0;0;0;0;0,19;0;0,11;0;0,41;0,13;0,1
"4";0;0;0;0;0,19;0,22;0,22;0,21;0,07;0,06;0,2
"5";0;0;0;0;0,19;0,32;0,11;0,21;0,27;0,07;0,2
"sociabilidade";0;0;0;0;0,39;0,11;0,11;0;0,07;0,09;0
"jovem";0;0;0;0;1,35;0;0,22;0;0,34;0,83;0,3
"rural";0;0;0;0;0,58;0;0;0,21;0,14;0,04;0,15
"proporcionar";0;0;0;0;0,58;0,22;0,22;0,1;0,14;0,31;0,41
"reconhecer";0;0;0;0;0,77;0,11;0,11;0,21;0;0,09;0,2
"população";0;0;0;0;0,39;0;0,9;0,1;0,41;0,2;0,36
"cuidado";0;0;0;0;0,19;0;0,45;0,1;0,34;0,06;0,61
"fornecer";0;0;0;0;0,77;0,11;0,56;0,1;0,41;0,53;0,76
"fortalecer";0;0;0;0;0,58;0;0,11;0,21;0,07;0,07;0,3
"resumo";0;0;0;0;0,77;2,58;0,79;0,92;0,61;0,09;0,1
"didático";0;0;0;0;0,96;0,75;0,45;0,31;0,41;0,5;0,61
"implementar";0;0;0;0;0,19;0,11;0;0;0;0,18;0,25
"ci";0;0;0;0;0,58;0,22;0;0;0,41;0;0
"face";0;0;0;0;0,19;0,32;0;0,1;0;0,07;0,05
"voltado";0;0;0;0;0,19;0;0;0,21;0;0,17;0,05
"transdisciplinar";0;0;0;0;0,19;0,32;0,22;0,1;0,07;0,04;0,05
"baseado";0;0;0;0;0,19;0,11;0,22;0;0,14;0,13;0,51
"epistemologia";0;0;0;0;0,77;0,97;0;0;0,07;0,09;0
"re";0;0;0;0;0,39;0,11;0,11;0;0,54;0,02;0
"compensar";0;0;0;0;0,19;0;0,22;0;0;0,18;0,05
"competência";0;0;0;0;0,39;0,43;0,45;0,1;0,61;0,04;0,51
"online";0;0;0;0;0,19;0,43;1,01;0,31;0,68;0,37;1,17
"atuar";0;0;0;0;0,19;0,22;0,34;0,31;0,14;0,24;0,1
"design";0;0;0;0;0,77;0,11;0,22;0;0,14;0,04;0,81
"armazenamento";0;0;0;0;0,19;0,86;0;0;0,14;0,06;0
"curadoria";0;0;0;0;0,77;0,11;0;0;0,27;0,02;0
"participativo";0;0;0;0;0,58;0;0;0,62;0,34;0,02;0,15
"dissertação";0;0;0;0;0,19;0;0,22;0,21;0,07;0,06;0,15
"sites";0;0;0;0;0,19;0,11;0,22;0;0,07;0,07;0,1
"down";0;0;0;0;0,19;0;0;0;0;0,59;0
"atualização";0;0;0;0;0,19;0,32;0,22;0;0,07;0,09;0,2
"classe";0;0;0;0;0,39;0,22;0,11;0,1;0,2;0,04;0,1
"seguida";0;0;0;0;0,19;0,32;0,22;0;0,14;0,18;0,1
"adotar";0;0;0;0;0,19;0,11;0,11;0,31;0,2;0,22;0,91
"técnica";0;0;0;0;0,19;1,08;0,56;0,41;0,75;0,29;0,46
"propriedade";0;0;0;0;0,19;0,11;0;0;0;0,11;0,2
"propiciar";0;0;0;0;0,77;0,11;0;0,1;0,41;0,17;0,1
"volume";0;0;0;0;0,19;0,75;1,01;0,1;0;0,02;0
"existência";0;0;0;0;0,19;0,11;0,11;0;0,2;0,15;0
"padrão";0;0;0;0;0,77;0,43;0,22;0;0,54;0,11;0,1
"tanger";0;0;0;0;0,39;0,54;0;0,1;0,2;0,09;0,05
"melhoria";0;0;0;0;0,19;0,11;0;0,1;0,2;0,35;0,46
"desempenho";0;0;0;0;0,19;0,97;0,11;0,31;0,27;0,06;0,25
"questionamento";0;0;0;0;0,19;0,11;0,11;0,1;0;0,26;0,05
"só";0;0;0;0;0,19;0,11;0,11;0;0,14;0,2;0,25
"experimentar";0;0;0;0;0,19;0;0,11;0;0,14;0,09;0,05
"dedutivo";0;0;0;0;0,19;0,11;0;0;0,07;0,13;0,1
"visual";0;0;0;0;0,19;0,43;0,34;0,51;0,14;0,07;0,3
"graça";0;0;0;0;0,19;0;0;0;0,07;0,2;0,05
"gráfico";0;0;0;0;0,19;0;0,22;0;0,61;0,02;0,3
"percepção";0;0;0;0;0,39;0,22;0,22;0,31;0,14;0,26;0,61
"departamento";0;0;0;0;0,39;0;0,22;0;0,27;0,04;0,05
"2001";0;0;0;0;0,19;0,32;0,11;0;0,07;0,46;0,1
"notícia";0;0;0;0;0,77;0,11;0,56;0,92;0,27;0,06;0,05
"fake_news";0;0;0;0;0,77;0,54;0;0,51;0,2;0,07;0,2
"site";0;0;0;0;0,19;0,22;0,34;0,1;0;0,06;0
"referir";0;0;0;0;0,58;0,43;0,56;0;0,27;0,07;0,46
"inclusão";0;0;0;0;0,58;0;0,11;0,41;0,61;0,96;1,01
"santana";0;0;0;0;0,19;0,11;0;0;0,07;0,18;0,1
"coleta";0;0;0;0;0,19;0,43;0,45;0,21;0,14;0,42;0,51
"beneficiar";0;0;0;0;0,39;0,11;0,11;0;0,2;0,06;0
"criança";0;0;0;0;0,39;0,11;0;0,31;0,34;0,7;0,46
"vário";0;0;0;0;0,19;0,32;0,34;0,1;0,2;0,17;0,3
"cooperação";0;0;0;0;0,19;0;0,11;0;0,14;0;0,41
"municipal";0;0;0;0;0,19;0,32;0;0,1;0,14;0,29;0,1
"estadual";0;0;0;0;0,19;0,22;0;0,1;0,2;0,29;0,2
"articulado";0;0;0;0;0,19;0,11;0,22;0,21;0,07;0,06;0
"proposto";0;0;0;0;0,19;0,97;0;0,31;0,54;0,26;0,1
"especializar";0;0;0;0;0,19;0;0;0,21;0,27;0;0,2
"critério";0;0;0;0;0,19;0,22;0,11;0,21;0,07;0,2;0,05
"adequação";0;0;0;0;0,19;0,11;0;0;0;0,2;0
"colaborar";0;0;0;0;0,19;0,54;0,11;0,31;0,2;0,18;0
"alto";0;0;0;0;0,19;0,43;0,22;0,1;0,2;0,07;0,25
"docente";0;0;0;0;1,16;0,22;0,67;0,41;1,42;2,14;0,81
"etc";0;0;0;0;0,19;0,32;0,22;0;0,07;0,02;0,1
"circulação";0;0;0;0;0,19;0,11;0,22;0,1;0,07;0,07;0,05
"deixar";0;0;0;0;0,19;0,11;0;0;0,27;0,02;0,2
"controlo";0;0;0;0;0,39;0,32;0,11;0,1;0,14;0,13;0,41
"dossiê";0;0;0;0;0,39;0,32;0,22;0,62;0,34;0,02;0,25
"quatro";0;0;0;0;0,58;0;0,11;0,1;0,27;0,22;0,1
"latino";0;0;0;0;0,58;0;0,45;0;0;0,13;0,3
"estúdio";0;0;0;0;0,19;0,11;0,34;0,21;0,07;0,09;0,05
"modalidade";0;0;0;0;0,39;0,32;0;0,1;0,2;0,22;0,3
"espanha";0;0;0;0;0;0,43;0;0;0,34;0,02;0
"produtivo";0;0;0;0;0;0,22;0,22;0,62;0,2;0,06;0,05
"dedicar";0;0;0;0;0;0,22;0,11;0,21;0,2;0,07;0,1
"finalidade";0;0;0;0;0;0,11;0,22;0,1;0,14;0,22;0,05
"seleção";0;0;0;0;0;0,43;0;0,1;0,14;0,09;0,25
"identificado";0;0;0;0;0;0,32;0;0;0,2;0,11;0,15
"agência";0;0;0;0;0;0,32;0,34;0;0;0,07;0
"desinformação";0;0;0;0;0;0,11;0;0,31;0,2;0,09;0,2
"graduação";0;0;0;0;0;0,22;0,67;0,21;0,54;0,28;0,25
"anotar";0;0;0;0;0;0,86;0;0;0,14;0,02;0
"custo";0;0;0;0;0;0,32;0;0,1;0,07;0,09;0,15
"2008";0;0;0;0;0;0,32;0,11;0,1;0,2;0,35;0,1
"orientação";0;0;0;0;0;0,22;0,11;0;0,47;0,09;0,1
"amplamente";0;0;0;0;0;0,32;0,11;0;0,2;0,06;0
"processamento";0;0;0;0;0;0,32;0,11;0;0,2;0,04;0,15
"motivo";0;0;0;0;0;0,11;0;0,1;0,07;0,33;0,05
"disponibilizar";0;0;0;0;0;0,54;0,67;0,21;0,34;0,06;0
"2015";0;0;0;0;0;0,32;0,56;0,51;0,41;0,15;0,36
"debater";0;0;0;0;0;0,11;0,11;0,1;0,07;0,11;0,1
"conectividade";0;0;0;0;0;0,65;0,45;0;0;0,02;0,1
"jogador";0;0;0;0;0;0,32;0,34;0,82;0;0,11;0,15
"advir";0;0;0;0;0;0,43;0,22;0,1;0,07;0,04;0
"lacuna";0;0;0;0;0;0,11;0;0;0,14;0,07;0,15
"2010";0;0;0;0;0;0,11;0,34;0,31;0,14;0,33;0,05
"habilidade";0;0;0;0;0;0,32;0,22;0,21;0,34;0,96;0,3
"2006";0;0;0;0;0;1,29;0,34;0;0,2;0;0,1
"sociocultural";0;0;0;0;0;0,32;0;0;0;0,2;0,1
"atentar";0;0;0;0;0;0,54;0;0;0,14;0,04;0,05
"preparar";0;0;0;0;0;0,22;0;0;0,14;0,11;0,36
"afirmar";0;0;0;0;0;0,11;0,11;0;0,14;0,26;0,05
"gama";0;0;0;0;0;0,11;0;0;0,14;0,37;0,05
"diretamente";0;0;0;0;0;0,32;0;0,21;0,27;0,04;0,05
"acontecer";0;0;0;0;0;0,11;0;0,1;0;0,59;0,1
"acarretar";0;0;0;0;0;0,11;0;0,1;0,07;0,17;0
"educar";0;0;0;0;0;0,22;0;0,21;0,07;0,31;0,05
"requerer";0;0;0;0;0;0,32;0,11;0;0,07;0,07;0,1
"barreira";0;0;0;0;0;0,32;0,11;0,1;0;0,04;0,15
"educador";0;0;0;0;0;0,32;0,34;0,1;0,41;0,52;0,81
"autônomo";0;0;0;0;0;0,22;0,22;0;0;0,04;0,25
"incerto";0;0;0;0;0;0,11;0;0;0,07;0,15;0,05
"curiosidade";0;0;0;0;0;0,11;0;0;0;0,31;0
"sala";0;0;0;0;0;0,22;0,56;0,21;0,47;1,12;0,51
"atender";0;0;0;0;0;0,65;0,11;0,21;0,61;0,29;0,66
"oficial";0;0;0;0;0;0,11;0,22;0,31;0;0,06;0,1
"assistir";0;0;0;0;0;0,22;0,11;0;0,2;0,02;0,15
"situar";0;0;0;0;0;0,22;0,11;0,21;0;0,07;0,05
"alcançar";0;0;0;0;0;0,11;0;0,21;0,27;0,39;0,15
"excluir";0;0;0;0;0;0,11;0;0;0,07;0,17;0,1
"argentino";0;0;0;0;0;0,11;0,34;0,51;0;0,02;0
"acessibilidade";0;0;0;0;0;0,11;0,11;0;0;0,04;0,56
"audiovisual";0;0;0;0;0;0,22;1,35;0,62;0,2;0,06;0,1
"fluxo";0;0;0;0;0;0,43;0,11;0,31;0,14;0,2;0,1
"contínuo";0;0;0;0;0;0,43;0,22;0,31;0,27;0,11;0,76
"pauta";0;0;0;0;0;0,11;0,11;0;0,07;0,17;0
"seguinte";0;0;0;0;0;0,22;0;0;0,2;0,28;0,25
"violência";0;0;0;0;0;0,22;0;0,1;1,69;0,13;0,15
"simbólico";0;0;0;0;0;0,22;0,22;0,21;0;0,07;0,05
"coisa";0;0;0;0;0;0,22;0;0,1;0;0,15;0,05
"deficiência";0;0;0;0;0;0,22;0,11;0;0;0,09;0,1
"investigativo";0;0;0;0;0;0,43;0,11;0,21;0,2;0,07;0
"capacitar";0;0;0;0;0;0,11;0;0,1;0;0,37;0,05
"abrangente";0;0;0;0;0;0,11;0;0,1;0;0,09;0,2
"par";0;0;0;0;0;0,22;0;0,21;0,07;0,02;0,2
"integral";0;0;0;0;0;0,11;0;0;0,14;0,11;0,15
"distribuição";0;0;0;0;0;0,11;0,11;0;0,27;0,07;0,1
"estimular";0;0;0;0;0;0,22;0;0,21;0,14;0,5;0,1
"1980";0;0;0;0;0;0,11;0;0,1;0;0,66;0,1
"editor";0;0;0;0;0;0,22;0,45;0,31;0,07;0;0
"equipa";0;0;0;0;0;0,11;0,11;0;0,14;0,11;0,1
"diversidade";0;0;0;0;0;0,11;0,22;0,1;0,2;0,15;0,2
"avaliação";0;0;0;0;0;0,11;0,22;0,1;0,27;0,24;0,51
"lúdico";0;0;0;0;0;0,43;0;0;0,07;0,07;0,25
"mobilizar";0;0;0;0;0;0,22;0,22;0,31;0,07;0,11;0,25
